"hotel";"date";"price"
"HbH Waterloo";"2017-11-21";189
"HbH Waterloo";"2017-11-22";229
"HbH Waterloo";"2017-11-23";199
"HbH Waterloo";"2017-11-24";149
"HbH Waterloo";"2017-11-25";179
"HbH Waterloo";"2017-11-26";139
"HbH Waterloo";"2017-11-27";179
"HbH Waterloo";"2017-11-28";249
"HbH Waterloo";"2017-11-29";249
"HbH Waterloo";"2017-12-01";169
"HbH Waterloo";"2017-12-02";279
"HbH Waterloo";"2017-12-03";139
"HbH Waterloo";"2017-12-04";179
"HbH Waterloo";"2017-12-06";369
"HbH Waterloo";"2017-12-08";199
"HbH Waterloo";"2017-12-09";219
"HbH Waterloo";"2017-12-10";139
"HbH Waterloo";"2017-12-11";209
"HbH Waterloo";"2017-12-12";279
"HbH Waterloo";"2017-12-13";319
"HbH Waterloo";"2017-12-14";209
"HbH Waterloo";"2017-12-15";169
"HbH Waterloo";"2017-12-16";199
"HbH Waterloo";"2017-12-17";119
"HbH Waterloo";"2017-12-18";179
"HbH Waterloo";"2017-12-19";159
"HbH Waterloo";"2017-12-20";149
"HbH Waterloo";"2017-12-21";139
"HbH Waterloo";"2017-12-22";119
"HbH Waterloo";"2017-12-23";119
"HbH Waterloo";"2017-12-24";119
"HbH Waterloo";"2017-12-25";129
"HbH Waterloo";"2017-12-26";129
"HbH Waterloo";"2017-12-27";169
"HbH Waterloo";"2017-12-28";169
"HbH Waterloo";"2017-12-29";179
"HbH Waterloo";"2017-12-30";179
"HbH Waterloo";"2017-12-31";309
"HbH Waterloo";"2018-01-01";139
"HbH Waterloo";"2018-01-02";129
"HbH Waterloo";"2018-01-03";129
"HbH Waterloo";"2018-01-04";129
"HbH Waterloo";"2018-01-05";119
"HbH Waterloo";"2018-01-06";129
"HbH Waterloo";"2018-01-07";119
"HbH Waterloo";"2018-01-08";139
"HbH Waterloo";"2018-01-09";179
"HbH Waterloo";"2018-01-13";169
"HbH Waterloo";"2018-01-14";119
"HbH Waterloo";"2018-01-15";159
"HbH Waterloo";"2018-01-16";199
"HbH Waterloo";"2018-01-17";199
"HbH Waterloo";"2018-01-18";149
"HbH Waterloo";"2018-01-19";139
"HbH Waterloo";"2018-01-20";159
"HbH Waterloo";"2018-01-22";179
"HbH Waterloo";"2018-01-23";269
"HbH Waterloo";"2018-01-25";179
"HbH Waterloo";"2018-01-26";159
"HbH Waterloo";"2018-01-27";159
"HbH Waterloo";"2018-01-29";149
"HbH Waterloo";"2018-01-30";199
"HbH Waterloo";"2018-01-31";239
"HbH Waterloo";"2018-02-01";169
"HbH Waterloo";"2018-02-02";129
"HbH Waterloo";"2018-02-03";159
"HbH Waterloo";"2018-02-05";189
"HbH Waterloo";"2018-02-08";189
"HbH Waterloo";"2018-02-09";129
"HbH Waterloo";"2018-02-10";179
"HbH Waterloo";"2018-02-11";139
"HbH Waterloo";"2018-02-12";199
"HbH Waterloo";"2018-02-13";179
"HbH Waterloo";"2018-02-14";199
"HbH Waterloo";"2018-02-15";159
"HbH Waterloo";"2018-02-16";149
"HbH Waterloo";"2018-02-17";179
"HbH Waterloo";"2018-02-18";139
"HbH Waterloo";"2018-02-19";179
"HbH Waterloo";"2018-02-22";249
"HbH Waterloo";"2018-02-23";139
"HbH Waterloo";"2018-02-24";159
"HbH Waterloo";"2018-02-25";129
"HbH Waterloo";"2018-02-26";179
"Hilton";"2017-01-09";99
"Hilton";"2017-01-10";115
"Hilton";"2017-01-10";115
"Hilton";"2017-01-11";115
"Hilton";"2017-01-11";115
"Hilton";"2017-01-13";110
"Hilton";"2017-01-15";110
"Hilton";"2017-01-17";200
"Hilton";"2017-01-18";110
"Hilton";"2017-01-19";99
"Hilton";"2017-01-20";107
"Hilton";"2017-01-24";145
"Hilton";"2017-01-25";110
"Hilton";"2017-01-27";99
"Hilton";"2017-01-28";110
"Hilton";"2017-01-29";92
"Hilton";"2017-01-30";99
"Hilton";"2017-01-31";110
"Hilton";"2017-02-01";125
"Hilton";"2017-02-02";155
"Hilton";"2017-02-03";110
"Hilton";"2017-02-04";92
"Hilton";"2017-02-05";110
"Hilton";"2017-02-06";110
"Hilton";"2017-02-07";135
"Hilton";"2017-02-08";120
"Hilton";"2017-02-10";130
"Hilton";"2017-02-11";110
"Hilton";"2017-02-13";110
"Hilton";"2017-02-14";110
"Hilton";"2017-02-15";120
"Hilton";"2017-02-16";110
"Hilton";"2017-02-17";125
"Hilton";"2017-02-19";110
"Hilton";"2017-02-20";120
"Hilton";"2017-02-21";110
"Hilton";"2017-02-22";110
"Hilton";"2017-02-24";125
"Hilton";"2017-02-25";110
"Hilton";"2017-02-26";110
"Hilton";"2017-02-27";110
"Hilton";"2017-02-28";110
"Hilton";"2017-03-01";110
"Hilton";"2017-03-02";110
"Hilton";"2017-03-03";85
"Hilton";"2017-03-04";92
"Hilton";"2017-03-05";85
"Hilton";"2017-03-06";99
"Hilton";"2017-03-08";120
"Hilton";"2017-03-10";92
"Hilton";"2017-03-11";100
"Hilton";"2017-03-12";85
"Hilton";"2017-03-13";99
"Hilton";"2017-03-14";110
"Hilton";"2017-03-15";120
"Hilton";"2017-03-16";105
"Hilton";"2017-03-17";99
"Hilton";"2017-03-18";85
"Hilton";"2017-03-19";92
"Hilton";"2017-03-20";99
"Hilton";"2017-03-21";105
"Hilton";"2017-03-22";105
"Hilton";"2017-03-23";92
"Hilton";"2017-03-24";92
"Hilton";"2017-03-25";85
"Hilton";"2017-03-26";92
"Hilton";"2017-03-27";105
"Hilton";"2017-03-28";105
"Hilton";"2017-03-29";109
"Hilton";"2017-03-30";105
"Hilton";"2017-03-31";105
"Hilton";"2017-04-01";95
"Hilton";"2017-04-02";95
"Hilton";"2017-04-03";99
"Hilton";"2017-04-05";119
"Hilton";"2017-04-06";129
"Hilton";"2017-04-07";99
"Hilton";"2017-04-08";99
"Hilton";"2017-04-09";99
"Hilton";"2017-04-12";99
"Hilton";"2017-04-13";95
"Hilton";"2017-04-14";95
"Hilton";"2017-04-15";99
"Hilton";"2017-04-16";95
"Hilton";"2017-04-17";95
"Hilton";"2017-04-18";95
"Hilton";"2017-04-19";99
"Hilton";"2017-04-20";95
"Hilton";"2017-04-21";95
"Hilton";"2017-04-22";95
"Hilton";"2017-04-23";95
"Hilton";"2017-04-25";145
"Hilton";"2017-04-27";99
"Hilton";"2017-04-28";95
"Hilton";"2017-05-03";129
"Hilton";"2017-05-04";95
"Hilton";"2017-05-05";119
"Hilton";"2017-05-07";99
"Hilton";"2017-05-08";119
"Hilton";"2017-05-10";129
"Hilton";"2017-05-13";114
"Hilton";"2017-05-15";129
"Hilton";"2017-05-17";179
"Hilton";"2017-05-19";99
"Hilton";"2017-05-22";114
"Hilton";"2017-05-23";209
"Hilton";"2017-05-29";95
"Hilton";"2017-06-03";119
"Hilton";"2017-06-08";119
"Hilton";"2017-06-08";119
"Hilton";"2017-06-09";99
"Hilton";"2017-06-09";99
"Hilton";"2017-06-09";99
"Hilton";"2017-06-10";99
"Hilton";"2017-06-10";114
"Hilton";"2017-06-10";114
"Hilton";"2017-06-11";99
"Hilton";"2017-06-12";129
"Hilton";"2017-06-13";160
"Hilton";"2017-06-14";180
"Hilton";"2017-06-15";144
"Hilton";"2017-06-16";134
"Hilton";"2017-06-17";129
"Hilton";"2017-06-18";119
"Hilton";"2017-06-19";134
"Hilton";"2017-06-20";134
"Hilton";"2017-06-21";164
"Hilton";"2017-06-22";129
"Hilton";"2017-06-23";101
"Hilton";"2017-06-24";110
"Hilton";"2017-06-25";97
"Hilton";"2017-06-26";110
"Hilton";"2017-06-27";160
"Hilton";"2017-06-28";259
"Hilton";"2017-06-29";129
"Hilton";"2017-06-30";153
"Hilton";"2017-07-02";119
"Hilton";"2017-07-03";129
"Hilton";"2017-07-04";145
"Hilton";"2017-07-05";145
"Hilton";"2017-07-06";129
"Hilton";"2017-07-07";101
"Hilton";"2017-07-08";101
"Hilton";"2017-07-10";129
"Hilton";"2017-07-11";129
"Hilton";"2017-07-13";129
"Hilton";"2017-07-14";119
"Hilton";"2017-07-15";129
"Hilton";"2017-07-16";119
"Hilton";"2017-07-17";129
"Hilton";"2017-07-18";149
"Hilton";"2017-07-19";160
"Hilton";"2017-07-20";129
"Hilton";"2017-07-21";119
"Hilton";"2017-07-23";101
"Hilton";"2017-07-24";129
"Hilton";"2017-07-25";129
"Hilton";"2017-07-26";144
"Hilton";"2017-07-27";144
"Hilton";"2017-07-28";144
"Hilton";"2017-07-29";122
"Hilton";"2017-07-30";101
"Hilton";"2017-07-31";110
"Hilton";"2017-08-01";101
"Hilton";"2017-08-02";119
"Hilton";"2017-08-03";101
"Hilton";"2017-08-04";84
"Hilton";"2017-08-06";99
"Hilton";"2017-08-07";97
"Hilton";"2017-08-08";101
"Hilton";"2017-08-09";101
"Hilton";"2017-08-10";94
"Hilton";"2017-08-11";94
"Hilton";"2017-08-12";99
"Hilton";"2017-08-13";94
"Hilton";"2017-08-14";97
"Hilton";"2017-08-15";101
"Hilton";"2017-08-16";101
"Hilton";"2017-08-17";99
"Hilton";"2017-08-18";97
"Hilton";"2017-08-19";97
"Hilton";"2017-08-20";81
"Hilton";"2017-08-21";94
"Hilton";"2017-08-22";122
"Hilton";"2017-08-23";97
"Hilton";"2017-08-25";97
"Hilton";"2017-08-26";97
"Hilton";"2017-08-27";81
"Hilton";"2017-08-28";94
"Hilton";"2017-08-29";97
"Hilton";"2017-08-30";97
"Hilton";"2017-08-31";119
"Hilton";"2017-09-01";101
"Hilton";"2017-09-02";99
"Hilton";"2017-09-03";99
"Hilton";"2017-09-04";145
"Hilton";"2017-09-05";149
"Hilton";"2017-09-07";134
"Hilton";"2017-09-08";119
"Hilton";"2017-09-09";144
"Hilton";"2017-09-10";119
"Hilton";"2017-09-11";149
"Hilton";"2017-09-14";225
"Hilton";"2017-09-15";134
"Hilton";"2017-09-16";134
"Hilton";"2017-09-17";99
"Hilton";"2017-09-18";149
"Hilton";"2017-09-19";144
"Hilton";"2017-09-20";239
"Hilton";"2017-09-21";164
"Hilton";"2017-09-22";144
"Hilton";"2017-09-23";119
"Hilton";"2017-09-24";99
"Hilton";"2017-09-25";129
"Hilton";"2017-09-26";164
"Hilton";"2017-09-28";145
"Hilton";"2017-09-29";129
"Hilton";"2017-09-30";129
"Hilton";"2017-10-01";165
"Hilton";"2017-10-02";239
"Hilton";"2017-10-04";225
"Hilton";"2017-10-05";225
"Hilton";"2017-10-06";259
"Hilton";"2017-10-07";180
"Hilton";"2017-10-08";194
"Hilton";"2017-10-09";194
"Hilton";"2017-10-10";239
"Hilton";"2017-10-11";194
"Hilton";"2017-10-12";144
"Hilton";"2017-10-13";144
"Hilton";"2017-10-14";160
"Hilton";"2017-10-15";95
"Hilton";"2017-10-16";134
"Hilton";"2017-10-20";95
"Hilton";"2017-10-28";89
"Hilton";"2017-10-29";89
"Hilton";"2017-10-30";105
"Hilton";"2017-10-31";140
"Hilton";"2017-11-01";134
"Hilton";"2017-11-02";115
"Hilton";"2017-11-03";95
"Hilton";"2017-11-04";89
"Hilton";"2017-11-05";95
"Hilton";"2017-11-06";115
"Hilton";"2017-11-07";145
"Hilton";"2017-11-08";184
"Hilton";"2017-11-09";120
"Hilton";"2017-11-10";89
"Hilton";"2017-11-11";89
"Hilton";"2017-11-12";95
"Hilton";"2017-11-13";95
"Hilton";"2017-11-14";110
"Hilton";"2017-11-15";109
"Hilton";"2017-11-17";89
"Hilton";"2017-11-18";89
"Hilton";"2017-11-19";89
"Hilton";"2017-11-20";89
"Hilton";"2017-11-21";109
"Hilton";"2017-11-22";105
"Hilton";"2017-11-23";89
"Hilton";"2017-11-24";89
"Hilton";"2017-11-25";89
"Hilton";"2017-11-26";89
"Hilton";"2017-11-27";89
"Hilton";"2017-11-28";109
"Hilton";"2017-11-29";109
"Hilton";"2017-11-30";95
"Hilton";"2017-12-01";89
"Hilton";"2017-12-02";89
"Hilton";"2017-12-03";89
"Hilton";"2017-12-04";89
"Hilton";"2017-12-05";89
"Hilton";"2017-12-06";95
"Hilton";"2017-12-07";95
"Hilton";"2017-12-08";89
"Hilton";"2017-12-09";89
"Hilton";"2017-12-10";89
"Hilton";"2017-12-11";95
"Hilton";"2017-12-12";165
"Hilton";"2017-12-13";134
"Hilton";"2017-12-14";105
"Hilton";"2017-12-15";89
"Hilton";"2017-12-16";89
"Hilton";"2017-12-17";89
"Hilton";"2017-12-18";109
"Hilton";"2017-12-19";109
"Hilton";"2017-12-20";95
"Hilton";"2017-12-21";105
"Hilton";"2017-12-22";115
"Hilton";"2017-12-23";89
"Hilton";"2017-12-24";89
"Hilton";"2017-12-25";89
"Hilton";"2017-12-26";89
"Hilton";"2017-12-27";89
"Hilton";"2017-12-28";89
"Hilton";"2017-12-29";89
"Hilton";"2017-12-30";89
"Hilton";"2017-12-31";89
"Hilton";"2018-01-01";89
"Hilton";"2018-01-02";89
"Hilton";"2018-01-03";89
"Hilton";"2018-01-04";89
"Hilton";"2018-01-05";89
"Hilton";"2018-01-06";89
"Hilton";"2018-01-07";89
"Hilton";"2018-01-08";119
"Hilton";"2018-01-09";144
"Hilton";"2018-01-13";89
"Hilton";"2018-01-14";89
"Hilton";"2018-01-15";89
"Hilton";"2018-01-16";119
"Hilton";"2018-01-17";124
"Hilton";"2018-01-18";89
"Hilton";"2018-01-19";89
"Hilton";"2018-01-20";89
"Hilton";"2018-01-22";89
"Hilton";"2018-01-23";89
"Hilton";"2018-01-24";89
"Hilton";"2018-01-25";144
"Hilton";"2018-01-26";89
"Hilton";"2018-01-27";89
"Hilton";"2018-01-29";99
"Hilton";"2018-01-30";109
"Hilton";"2018-01-31";109
"Hilton";"2018-02-01";114
"Hilton";"2018-02-02";104
"Hilton";"2018-02-03";89
"Hilton";"2018-02-05";99
"Hilton";"2018-02-06";114
"Hilton";"2018-02-07";119
"Hilton";"2018-02-08";99
"Hilton";"2018-02-09";89
"Hilton";"2018-02-10";89
"Hilton";"2018-02-11";89
"Hilton";"2018-02-12";109
"Hilton";"2018-02-13";119
"Hilton";"2018-02-14";99
"Hilton";"2018-02-15";89
"Hilton";"2018-02-16";99
"Hilton";"2018-02-17";89
"Hilton";"2018-02-18";89
"Hilton";"2018-02-19";89
"Hilton";"2018-02-20";104
"Hilton";"2018-02-21";104
"Hilton";"2018-02-22";89
"Hilton";"2018-02-23";89
"Hilton";"2018-02-24";89
"Hilton";"2018-02-25";89
"Hilton";"2018-02-28";229
"Hilton";"2018-03-03";189
"Hilton";"2018-03-04";144
"Hilton";"2018-03-05";129
"Hilton";"2018-03-06";114
"Hilton";"2018-03-07";159
"Hilton";"2018-03-08";99
"Hilton";"2018-03-09";114
"Hilton";"2018-03-10";99
"Hilton";"2018-03-12";99
"Hilton";"2018-03-13";109
"Hilton";"2018-03-15";109
"Hilton";"2018-03-16";134
"Hilton";"2018-03-18";104
"Hilton";"2018-03-19";114
"Hilton";"2018-03-20";124
"Hilton";"2018-03-21";124
"Hilton";"2018-03-22";119
"Hilton";"2018-03-23";99
"Hilton";"2018-03-24";99
"Hilton";"2018-03-25";89
"Hilton";"2018-03-26";89
"Hilton";"2018-03-27";109
"Hilton";"2018-03-28";89
"Hilton";"2018-03-29";89
"Hilton";"2018-03-30";99
"Hilton";"2018-03-31";89
"Hilton";"2018-04-01";89
"Hilton";"2018-04-03";89
"Hilton";"2018-04-04";89
"Hilton";"2018-04-05";89
"Hilton";"2018-04-10";129
"Hilton";"2018-04-11";99
"Hilton";"2018-04-12";89
"Hilton";"2018-04-13";89
"Hilton";"2018-04-14";89
"Hilton";"2018-04-15";109
"Hilton";"2018-04-16";139
"Hilton";"2018-04-18";154
"Hilton";"2018-04-19";134
"Hilton";"2018-04-20";104
"Hilton";"2018-04-21";89
"Hilton";"2018-04-22";99
"Hilton";"2018-04-23";124
"Hilton";"2018-04-26";124
"Hilton";"2018-04-27";104
"Hilton";"2018-04-29";89
"Hilton";"2018-05-01";144
"Hilton";"2018-05-02";154
"Hilton";"2018-05-03";119
"Hilton";"2018-05-04";124
"Hilton";"2018-05-05";109
"Hilton";"2018-05-06";99
"Hilton";"2018-05-07";99
"Hilton";"2018-05-08";99
"Hilton";"2018-05-09";119
"Hilton";"2018-05-10";99
"Hilton";"2018-05-11";99
"Hilton";"2018-05-12";99
"Hilton";"2018-05-13";99
"Hilton";"2018-05-14";114
"Hilton";"2018-05-15";209
"Hilton";"2018-05-17";119
"Hilton";"2018-05-18";99
"Hilton";"2018-05-19";124
"Hilton";"2018-05-20";99
"Hilton";"2018-05-24";164
"Hilton";"2018-05-25";109
"Hilton";"2018-05-26";144
"Hilton";"2018-05-28";99
"Hilton";"2018-05-29";99
"Hilton";"2018-05-30";114
"Hilton";"2018-05-31";99
"Hilton";"2018-06-01";99
"Hilton";"2018-06-02";144
"Hilton";"2018-06-03";119
"Hilton";"2018-06-04";129
"Hilton";"2018-06-06";199
"Hilton";"2018-06-07";119
"Hilton";"2018-06-08";134
"Hilton";"2018-06-09";134
"Hilton";"2018-06-10";109
"Hilton";"2018-06-11";154
"Hilton";"2018-06-14";144
"Hilton";"2018-06-15";154
"Hilton";"2018-06-16";144
"Hilton";"2018-06-17";144
"Hilton";"2018-06-18";194
"Hilton";"2018-06-19";214
"Hilton";"2018-06-20";229
"Hilton";"2018-06-21";269
"Hilton";"2018-06-22";179
"Hilton";"2018-06-23";159
"Hilton";"2018-06-24";119
"Hilton";"2018-06-25";219
"Hilton";"2018-06-27";219
"Hilton";"2018-06-29";249
"Hilton";"2018-06-30";269
"Hilton";"2018-07-01";134
"Hilton";"2018-07-02";249
"Hilton";"2018-07-03";199
"Hilton";"2018-07-04";229
"Hilton";"2018-07-05";139
"Hilton";"2018-07-06";129
"Hilton";"2018-07-07";129
"Hilton";"2018-07-08";109
"Hilton";"2018-07-09";159
"Hilton";"2018-07-10";159
"Hilton";"2018-07-11";149
"Hilton";"2018-07-12";109
"Hilton";"2018-07-13";119
"Hilton";"2018-07-15";114
"Hilton";"2018-07-16";129
"Hilton";"2018-07-17";144
"Hilton";"2018-07-18";209
"Hilton";"2018-07-19";119
"Hilton";"2018-07-20";109
"Hilton";"2018-07-21";109
"Hilton";"2018-07-22";109
"Hilton";"2018-07-23";119
"Hilton";"2018-07-24";139
"Hilton";"2018-07-25";129
"Hilton";"2018-07-26";109
"Hilton";"2018-07-27";109
"Hilton";"2018-07-29";109
"Hilton";"2018-07-30";109
"Hilton";"2018-07-31";119
"Hilton";"2018-08-01";109
"Hilton";"2018-08-04";114
"Hilton";"2018-08-05";99
"Hilton";"2018-08-07";119
"Hilton";"2018-08-08";109
"Hilton";"2018-08-09";99
"Hilton";"2018-08-10";99
"Hilton";"2018-08-11";229
"Hilton";"2018-08-12";99
"Hilton";"2018-08-13";109
"Hilton";"2018-08-14";259
"Hilton";"2018-08-15";144
"Hilton";"2018-08-16";99
"Hilton";"2018-08-18";109
"Hilton";"2018-08-19";99
"Hilton";"2018-08-20";109
"Hilton";"2018-08-21";109
"Hilton";"2018-08-22";239
"Hilton";"2018-08-23";114
"Hilton";"2018-08-24";114
"Hilton";"2018-08-25";114
"Hilton";"2018-08-26";99
"Hilton";"2018-08-27";119
"Hilton";"2018-08-28";99
"Hilton";"2018-08-30";99
"Hilton";"2018-08-31";109
"Hilton";"2018-09-01";219
"Hilton";"2018-09-02";119
"Hilton";"2018-09-03";139
"Hilton";"2018-09-04";139
"Hilton";"2018-09-05";149
"Hilton";"2018-09-06";139
"Hilton";"2018-09-07";149
"Hilton";"2018-09-08";139
"Hilton";"2018-09-09";129
"Hilton";"2018-09-10";139
"Hilton";"2018-09-12";229
"Hilton";"2018-09-13";169
"Hilton";"2018-09-14";149
"Hilton";"2018-09-15";119
"Hilton";"2018-09-16";189
"Hilton";"2018-09-17";149
"Hilton";"2018-09-19";259
"Hilton";"2018-09-20";159
"Hilton";"2018-09-21";129
"Hilton";"2018-09-22";134
"Hilton";"2018-09-23";134
"Hilton";"2018-09-24";149
"Hilton";"2018-09-25";179
"Hilton";"2018-09-26";164
"Hilton";"2018-09-27";129
"Hilton";"2018-09-28";134
"Hilton";"2018-09-29";119
"Hilton";"2018-09-30";99
"Hilton";"2018-10-01";129
"Hilton";"2018-10-02";174
"Hilton";"2018-10-03";139
"Hilton";"2018-10-04";129
"Hilton";"2018-10-05";139
"Hilton";"2018-10-06";154
"Hilton";"2018-10-07";119
"Hilton";"2018-10-08";199
"Hilton";"2018-10-09";179
"Hilton";"2018-10-11";174
"Hilton";"2018-10-12";109
"Hilton";"2018-10-13";109
"Hilton";"2018-10-14";109
"Hilton";"2018-10-15";174
"Hilton";"2018-10-16";199
"Hilton";"2018-10-17";159
"Hilton";"2018-10-18";109
"Hilton";"2018-10-19";99
"Hilton";"2018-10-20";99
"Hilton";"2018-10-21";99
"Hilton";"2018-10-22";109
"Hilton";"2018-10-23";164
"Hilton";"2018-10-24";109
"Hilton";"2018-10-25";99
"Hilton";"2018-10-26";89
"Hilton";"2018-10-27";89
"Hilton";"2018-10-28";89
"Hilton";"2018-10-29";109
"Hilton";"2018-10-30";99
"Hilton";"2018-10-31";99
"Hilton";"2018-11-01";89
"Hilton";"2018-11-02";99
"Hilton";"2018-11-03";89
"Hilton";"2018-11-04";99
"Hilton";"2018-11-05";149
"Hilton";"2018-11-06";159
"Hilton";"2018-11-07";189
"Hilton";"2018-11-08";99
"Hilton";"2018-11-09";89
"Hilton";"2018-11-11";89
"Hilton";"2018-11-13";174
"Hilton";"2018-11-14";119
"Hilton";"2018-11-15";109
"Hilton";"2018-11-16";89
"Hilton";"2018-11-17";89
"Hilton";"2018-11-18";114
"Hilton";"2018-11-19";119
"Hilton";"2018-11-20";119
"Hilton";"2018-11-21";139
"Hilton";"2018-11-22";99
"Hilton";"2018-11-23";89
"Hilton";"2018-11-24";89
"Hilton";"2018-11-25";89
"Hilton";"2018-11-26";99
"Hilton";"2018-11-27";89
"Hilton";"2018-11-28";149
"Hilton";"2018-11-29";99
"Hilton";"2018-11-30";89
"Hilton";"2018-12-01";89
"Hilton";"2018-12-02";119
"Hilton";"2018-12-03";109
"Hilton";"2018-12-04";134
"Hilton";"2018-12-05";169
"Hilton";"2018-12-06";139
"Hilton";"2018-12-07";89
"Hilton";"2018-12-08";89
"Hilton";"2018-12-09";89
"Hilton";"2018-12-10";109
"Hilton";"2018-12-11";119
"Hilton";"2018-12-12";149
"Hilton";"2018-12-13";129
"Hilton";"2018-12-14";99
"Hilton";"2018-12-15";89
"Hilton";"2018-12-16";89
"Hilton";"2018-12-17";89
"Hilton";"2018-12-18";99
"Hilton";"2018-12-19";89
"Hilton";"2018-12-20";99
"Hilton";"2018-12-22";144
"Hilton";"2018-12-23";89
"Hilton";"2018-12-24";89
"Hilton";"2018-12-25";89
"Hilton";"2018-12-26";89
"Hilton";"2018-12-27";119
"Hilton";"2018-12-28";99
"Hilton";"2018-12-29";89
"Hilton";"2018-12-30";89
"Hilton";"2018-12-31";89
"Hilton";"2019-01-01";89
"Hilton";"2019-01-02";89
"Hilton";"2019-01-03";89
"Hilton";"2019-01-04";89
"Hilton";"2019-01-05";89
"Hilton";"2019-01-06";89
"Hilton";"2019-01-07";89
"Hilton";"2019-01-08";109
"Hilton";"2019-01-09";119
"Hilton";"2019-01-10";139
"Hilton";"2019-01-11";99
"Hilton";"2019-01-12";89
"Hilton";"2019-01-13";89
"Hilton";"2019-01-14";89
"Hilton";"2019-01-15";144
"Hilton";"2019-01-16";144
"Hilton";"2019-01-17";92
"Hilton";"2019-01-18";92
"Hilton";"2019-01-19";92
"Hilton";"2019-01-20";92
"Hilton";"2019-01-21";92
"Hilton";"2019-01-22";103
"Hilton";"2019-01-23";92
"Hilton";"2019-01-24";92
"Hilton";"2019-01-25";92
"Hilton";"2019-01-26";92
"Hilton";"2019-01-27";92
"Hilton";"2019-01-28";92
"Hilton";"2019-01-29";113
"Hilton";"2019-01-30";103
"Hilton";"2019-01-31";193
"Hilton";"2019-02-01";92
"Hilton";"2019-02-02";92
"Hilton";"2019-02-03";92
"Hilton";"2019-02-04";113
"Hilton";"2019-02-05";154
"Hilton";"2019-02-06";169
"Hilton";"2019-02-07";142
"Hilton";"2019-02-08";92
"Hilton";"2019-02-09";92
"Hilton";"2019-02-10";103
"Hilton";"2019-02-12";92
"Hilton";"2019-02-13";144
"Hilton";"2019-02-14";92
"Hilton";"2019-02-15";92
"Hilton";"2019-02-16";92
"Hilton";"2019-02-17";92
"Hilton";"2019-02-18";103
"Hilton";"2019-02-19";107
"Hilton";"2019-02-20";92
"Hilton";"2019-02-21";92
"Hilton";"2019-02-22";92
"Hilton";"2019-02-23";92
"Hilton";"2019-02-24";92
"Hilton";"2019-02-25";92
"Hilton";"2019-02-26";113
"Hilton";"2019-02-27";103
"Hilton";"2019-02-28";92
"Hilton";"2019-03-01";92
"Hilton";"2019-03-02";92
"Hilton";"2019-03-03";92
"Hilton";"2019-03-04";92
"Hilton";"2019-03-05";154
"Hilton";"2019-03-06";113
"Hilton";"2019-03-07";103
"Hilton";"2019-03-08";103
"Hilton";"2019-03-09";92
"Hilton";"2019-03-12";134
"Hilton";"2019-03-13";169
"Hilton";"2019-03-14";138
"Hilton";"2019-03-15";138
"Hilton";"2019-03-16";103
"Hilton";"2019-03-17";118
"Hilton";"2019-03-18";128
"Hilton";"2019-03-19";134
"Hilton";"2019-03-21";205
"Hilton";"2019-03-22";92
"Hilton";"2019-03-23";92
"Hilton";"2019-03-24";92
"Hilton";"2019-03-25";113
"Hilton";"2019-03-26";134
"Hilton";"2019-03-27";134
"Hilton";"2019-03-28";92
"Hilton";"2019-03-29";92
"Hilton";"2019-03-30";92
"Hilton";"2019-03-31";92
"Hilton";"2019-04-01";92
"Hilton";"2019-04-02";92
"Hilton";"2019-04-03";118
"Hilton";"2019-04-04";83
"Hilton";"2019-04-05";83
"Hilton";"2019-04-06";83
"Hilton";"2019-04-07";83
"Hilton";"2019-04-08";83
"Hilton";"2019-04-09";103
"Hilton";"2019-04-10";138
"Hilton";"2019-04-11";83
"Hilton";"2019-04-12";83
"Hilton";"2019-04-13";83
"Hilton";"2019-04-14";83
"Hilton";"2019-04-15";83
"Hilton";"2019-04-16";93
"Hilton";"2019-04-17";93
"Hilton";"2019-04-18";83
"Hilton";"2019-04-19";83
"Hilton";"2019-04-20";83
"Hilton";"2019-04-21";83
"Hilton";"2019-04-22";83
"Hilton";"2019-04-23";118
"Hilton";"2019-04-24";123
"Hilton";"2019-04-25";83
"Hilton";"2019-04-26";83
"Hilton";"2019-04-27";83
"Hilton";"2019-04-28";93
"Hilton";"2019-04-29";123
"Hilton";"2019-04-30";169
"Hilton";"2019-05-01";134
"Hilton";"2019-05-02";103
"Hilton";"2019-05-03";108
"Hilton";"2019-05-04";108
"Hilton";"2019-05-05";108
"Hilton";"2019-05-06";103
"Hilton";"2019-05-07";134
"Hilton";"2019-05-08";123
"Hilton";"2019-05-09";103
"Hilton";"2019-05-10";93
"Hilton";"2019-05-11";123
"Hilton";"2019-05-12";118
"Hilton";"2019-05-14";175
"Hilton";"2019-05-15";149
"Hilton";"2019-05-16";123
"Hilton";"2019-05-17";138
"Hilton";"2019-05-18";118
"Hilton";"2019-05-19";103
"Hilton";"2019-05-20";159
"Hilton";"2019-05-22";184
"Hilton";"2019-05-23";118
"Hilton";"2019-05-24";103
"Hilton";"2019-05-25";118
"Hilton";"2019-05-26";93
"Hilton";"2019-05-27";103
"Hilton";"2019-05-28";103
"Hilton";"2019-05-29";123
"Hilton";"2019-05-30";93
"Hilton";"2019-05-31";103
"Hilton";"2019-06-01";149
"Hilton";"2019-06-02";123
"Hilton";"2019-06-03";144
"Hilton";"2019-06-04";185
"Hilton";"2019-06-06";215
"Hilton";"2019-06-07";113
"Hilton";"2019-06-08";149
